contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path,vit_delta_00_to_25_t0.3,vit_delta_00_to_25_t0.4,vit_delta_00_to_25_t0.5,vit_delta_00_to_25_t0.6,vit_delta_00_to_25_t0.7,vit_delta_00_to_25_t0.8,vit_delta_25_to_50_t0.3,vit_delta_25_to_50_t0.4,vit_delta_25_to_50_t0.5,vit_delta_25_to_50_t0.6,vit_delta_25_to_50_t0.7,vit_delta_25_to_50_t0.8,vit_delta_50_to_75_t0.3,vit_delta_50_to_75_t0.4,vit_delta_50_to_75_t0.5,vit_delta_50_to_75_t0.6,vit_delta_50_to_75_t0.7,vit_delta_50_to_75_t0.8,vit_delta_75_to_10_t0.3,vit_delta_75_to_10_t0.4,vit_delta_75_to_10_t0.5,vit_delta_75_to_10_t0.6,vit_delta_75_to_10_t0.7,vit_delta_75_to_10_t0.8,vit_delta_10_to_po_t0.3,vit_delta_10_to_po_t0.4,vit_delta_10_to_po_t0.5,vit_delta_10_to_po_t0.6,vit_delta_10_to_po_t0.7,vit_delta_10_to_po_t0.8
23hf0011,construction/ upgrading/ rehabilitation of drainage along toledo-tabuelan-sn remigio rd - k0094 + 805 - k0096 + 203,roads,completed,100.0,Region VII,Cebu 3rd DEO,10.75529,123.8827781,2023-02-02,2024-09-02,2023,regular infra,regular infra - gaa 2023 oo-1,37033888.0,0,32827,data/images/23hf0011,7,2023-01-03,2023-06-26,2023-11-18,2024-04-10,2024-09-02,2024-10-02,data/images/23hf0011/23hf0011_road_mask.png,1.0,1.0,1.0,0.7052653229123818,0.3667215137803373,0.0,1.0,1.0,1.0,0.5637597696421226,0.3212669683257919,0.0,1.0,1.0,0.9948580830933772,0.45680789798436855,0.30357877416700946,0.0,1.0,1.0,1.0,0.8556149732620321,0.6178527354997944,0.0,1.0,1.0,1.0,0.8817359111476758,0.5705470999588647,0.0
22l00113,"construction of concrete road - jct. tagum - panabo circumferential road - malitbog - kasilak to jct. consolacion, davao del norte",roads,completed,100.0,Region XI,Region XI,7.3204817,125.565445,2022-03-07,2024-04-27,2022,regular infra,regular infra - gaa 2022 oo-1,19430613.21,0,39587,data/images/22l00113,7,2022-02-05,2022-09-18,2023-04-02,2023-10-14,2024-04-27,2024-05-27,data/images/22l00113/22l00113_road_mask.png,1.0,1.0,1.0,0.5996190146333016,0.28816347735734693,0.0,1.0,1.0,1.0,0.47917568620659795,0.20573209801714434,0.0,1.0,1.0,1.0,0.5818685600484891,0.2692873841891073,0.0,1.0,1.0,0.9915144168326262,0.4194302537016192,0.20226859468352237,0.0,1.0,1.0,0.8595549398216296,0.006234306000519526,0.0009524634167460386,0.0
20eg0051,"construction of concrete road - road network at naval station carlito cunanan, sta. 00+000 - 00+207.35, brgy. macarascas, puerto princesa city, palawan",roads,completed,100.0,Region IV-B,Palawan 3rd DEO,10.0205683,118.7936233,2020-02-11,2021-05-07,2020,regular infra,regular infra - gaa 2020 cssp,9798630.76,0,39193,data/images/20eg0051,7,2020-01-12,2020-06-02,2020-09-23,2021-01-14,2021-05-07,2021-06-06,data/images/20eg0051/20eg0051_road_mask.png,1.0,1.0,0.9859889214727925,0.08243727598566308,0.014336917562724014,0.0,1.0,1.0,1.0,0.17595307917888564,0.09253828608667318,0.0,1.0,1.0,1.0,0.38970348647768005,0.18475073313782991,0.0,1.0,1.0,0.9996741609644836,0.23427826653633105,0.10068426197458455,0.0,1.0,1.0,0.7803844900619095,0.009449332029977192,0.0006516780710329097,0.0
20pc0005,"construction/ improvement of access road leading to trades ,industries and economic zones, dagupan-salvacion road in support of handicrafts, furniture,pineapple,banana,vegetables,rice and corn idnsutries",roads,completed,100.0,Cordillera Administrative Region,Apayao 2nd DEO,18.2708383,121.3617067,2020-02-24,2021-05-24,2020,regular infra,regular infra - gaa 2020 cssp,9795819.17,0,43080,data/images/20pc0005,7,2020-01-25,2020-06-16,2020-10-08,2021-01-30,2021-05-24,2021-06-23,data/images/20pc0005/20pc0005_road_mask.png,1.0,1.0,1.0,0.42386075395784134,0.23397183591358348,0.0,1.0,1.0,0.9338756231960116,0.06848596168984518,0.017230823056065773,0.0,1.0,1.0,1.0,0.8314528120353363,0.634741537654159,0.0,1.0,1.0,1.0,0.8101985480626257,0.5802501530656871,0.0,1.0,1.0,0.5799002886381527,0.0010495932826029913,0.0,0.0
22kj0013,"construction of by-pass and diversion roads mt. malindang eco-tourism bypass highway, malibangcao-canibungan putol section, clarin, misamis occidental",roads,completed,100.0,Region X,Misamis Occidental 2nd DEO,8.1676111,123.857,2022-04-04,2024-02-25,2022,regular infra,regular infra - gaa 2022 oo-1,28511659.09,0,3771,data/images/22kj0013,7,2022-03-05,2022-09-24,2023-03-16,2023-09-05,2024-02-25,2024-03-26,data/images/22kj0013/22kj0013_road_mask.png,1.0,1.0,0.9896782942816243,0.5927823400889023,0.4397649363369246,0.0,1.0,1.0,0.39689595419272206,0.00452045505914262,0.000376704588261885,0.0,1.0,1.0,0.30158969336246516,0.0024862502825284414,7.534091765237701e-05,0.0,1.0,1.0,0.3382807202591728,0.0,0.0,0.0,1.0,1.0,0.6869584871543736,0.017328411060046713,0.000452045505914262,0.0
21il0113,"network development - construction of missing links / new roads liloan - san ricardo circumferential road, package 1, southern leyte",roads,completed,100.0,Region VIII,Southern Leyte 1st DEO,10.0212854,125.2557583,2021-02-18,2022-06-02,2021,regular infra,regular infra - gaa 2021 oo-1,48977874.0,0,5122,data/images/21il0113,7,2021-01-19,2021-06-15,2021-10-10,2022-02-04,2022-06-02,2022-07-02,data/images/21il0113/21il0113_road_mask.png,1.0,1.0,1.0,0.32153690596562184,0.0670711156049882,0.0,1.0,1.0,1.0,0.34108527131782945,0.13211998651836873,0.0,1.0,1.0,1.0,0.7923828783282777,0.4395011796427368,0.0,1.0,1.0,1.0,0.44590495449949447,0.12976070104482643,0.0,1.0,1.0,0.9797775530839231,0.006066734074823054,0.0,0.0
22k00256,"construction of missing links/new roads, malaybalay-gingoog road, package 18, bukidnon",roads,completed,100.0,Region X,Region X,8.1855972,125.1595528,2022-07-20,2023-12-21,2022,regular infra,regular infra - gaa 2022 oo-1,64087777.88,0,17267,data/images/22k00256,7,2022-06-20,2022-11-26,2023-04-05,2023-08-13,2023-12-21,2024-01-20,data/images/22k00256/22k00256_road_mask.png,1.0,1.0,1.0,0.597210441994157,0.2948826689284705,0.0,1.0,1.0,1.0,0.5325605503722552,0.2788615587597776,0.0,1.0,1.0,0.9984921308076524,0.2017717463010084,0.07690132880972575,0.0,1.0,1.0,1.0,0.7897464894920365,0.4681933842239186,0.0,1.0,1.0,1.0,0.35029686174724345,0.15964565073979833,0.0
22h00005,"organizational outcome 1 : ensure safe and reliable national road system, network development program, construction of missing links/ new roads, alcoy- alegria road, alegria, cebu, station 15+240-sta.18+460, alegria, cebu",roads,completed,100.0,Region VII,Region VII,9.7083527,123.401512,2022-03-11,2023-07-22,2022,regular infra,regular infra - gaa 2022 oo-1,120624999.32,0,7494,data/images/22h00005,7,2022-02-09,2022-07-13,2022-11-15,2023-03-19,2023-07-22,2023-08-21,data/images/22h00005/22h00005_road_mask.png,1.0,1.0,0.9925897776933308,0.4964848945468364,0.29355880676420293,0.0,1.0,1.0,1.0,0.5048451453543606,0.3577807334220027,0.0,1.0,1.0,1.0,0.5344860345810374,0.2920387611628349,0.0,1.0,1.0,0.99809994299829,0.36766102983089494,0.14554436633098994,0.0,1.0,1.0,1.0,0.4364430932927988,0.15067452023560707,0.0
20ge0077,"construction of concrete road - jordan-hoskyn-sanao road leading to bala-an bukid shrine, baras beach resort & balcon marine protected area, cbrt hoskyn, roro and monkey sanctuary, brgy. hoskyn, jordan, guimaras",roads,completed,100.0,Region VI,Guimaras DEO,10.6586305,122.5741413,2020-02-13,2021-05-06,2020,regular infra,regular infra - gaa 2020 cssp,8316442.47,0,33522,data/images/20ge0077,7,2020-01-14,2020-06-04,2020-09-24,2021-01-14,2021-05-06,2021-06-05,data/images/20ge0077/20ge0077_road_mask.png,1.0,1.0,1.0,0.5212264150943396,0.3107311320754717,0.0,1.0,1.0,0.9762185534591195,0.02869496855345912,0.005306603773584905,0.0,1.0,1.0,1.0,0.10141509433962265,0.02653301886792453,0.0,1.0,1.0,1.0,0.18651729559748428,0.0660377358490566,0.0,1.0,1.0,0.9683569182389937,0.03046383647798742,0.004323899371069182,0.0
22f00167,"convergence and special support program-sustainable infrastructure projects alleviating gaps (sipag)-access roads and/or bridges from the national road/s leading to major/strategic public buildings/facilities-construction of road,tablon-west coast(tablon",roads,completed,100.0,Region V,Region V,13.1537192,123.3908536,2022-06-24,2023-09-10,2022,regular infra,regular infra - gaa 2022 cssp,163512443.94,0,15906,data/images/22f00167,7,2022-05-25,2022-10-12,2023-01-31,2023-05-22,2023-09-10,2023-10-10,data/images/22f00167/22f00167_road_mask.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22h00046,"organizational outcome 1 : ensure safe and reliable national road system, network development program, construction of by-pass and diversion roads, metro cebu expressway (phase 6), cebu",roads,completed,100.0,Region VII,Region VII,10.2382194,123.7438028,2022-03-15,2023-04-14,2022,regular infra,regular infra - gaa 2022 oo-1,77199996.68,0,30743,data/images/22h00046,7,2022-02-13,2022-06-21,2022-09-28,2023-01-05,2023-04-14,2023-05-14,data/images/22h00046/22h00046_road_mask.png,1.0,1.0,0.955682415683918,0.09359272891159018,0.04131300232855104,0.0,1.0,1.0,0.9757380004506873,0.2523848869526027,0.17321415158116127,0.0,1.0,1.0,1.0,0.2228648689251108,0.06933072936227748,0.0,1.0,1.0,1.0,0.2964771276196199,0.12619244347630135,0.0,1.0,1.0,0.7050251633741456,0.09299181251408398,0.04289040787200481,0.0
22c00080,"network development program-construction of by-pass and diversion roads, lubao-guagua-minalin-sto. tomas road (lubao-guagua section)-package 5, province of pampanga",roads,completed,100.0,Region III,Region III,14.9041111,120.5740139,2022-07-11,2024-09-27,2022,regular infra,regular infra - gaa 2022 oo-1,99393411.38,0,36761,data/images/22c00080,7,2022-06-11,2023-01-29,2023-08-19,2024-03-08,2024-09-27,2024-10-27,data/images/22c00080/22c00080_road_mask.png,1.0,1.0,0.9906050462715535,0.49202554077241145,0.26440887738741525,0.0,1.0,1.0,1.0,0.5054710134736013,0.24950071727940143,0.0,1.0,1.0,1.0,0.36643132401338924,0.14095243453067424,0.0,1.0,1.0,1.0,0.6904728418328598,0.4378779781159461,0.0,1.0,1.0,0.99817164074147,0.6464515766082529,0.4231104610278192,0.0
22ig0049,"construction of by-passes/diversion road along brgy. kilim-sitio tipay road junction ormoc-baybay-southern leyte boundary road to buenavista junction to junction tacloban baybay south road, package 1, baybay city, leyte",roads,completed,100.0,Region VIII,Leyte 5th DEO,10.7136447,124.8058769,2022-03-02,2023-05-15,2022,regular infra,regular infra - gaa 2022 cssp,48240567.23,0,34537,data/images/22ig0049,7,2022-01-31,2022-06-19,2022-10-07,2023-01-25,2023-05-15,2023-06-14,data/images/22ig0049/22ig0049_road_mask.png,1.0,1.0,0.9150690579262007,0.0979179550608122,0.029890744176458463,0.0,1.0,1.0,0.854875283446712,0.2940630797773655,0.14801071943929087,0.0,1.0,1.0,0.9709338280766853,0.35147392290249435,0.181302824159967,0.0,1.0,1.0,0.8644609358895073,0.0903937332508761,0.051329622758194186,0.0,1.0,1.0,0.7947845804988662,0.05071119356833643,0.012677798392084107,0.0
22je0061,"sustainable infrastructure projects alleviating gaps (sipag), construction of bagalupa- langapod- gubang by-pass road, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,7.8781217,123.36567,2022-08-16,2023-08-30,2022,regular infra,regular infra - gaa 2022 cssp,39004115.18,0,10471,data/images/22je0061,7,2022-07-17,2022-11-18,2023-02-21,2023-05-27,2023-08-30,2023-09-29,data/images/22je0061/22je0061_road_mask.png,1.0,1.0,0.9631205673758865,0.07021276595744681,0.002127659574468085,0.0,1.0,1.0,0.8776595744680851,0.13581560283687943,0.051418439716312055,0.0,1.0,1.0,1.0,0.5219858156028369,0.2712765957446808,0.0,1.0,1.0,1.0,0.8414893617021276,0.4971631205673759,0.0,1.0,1.0,1.0,0.7265957446808511,0.44397163120567373,0.0
22ef0006,"construction/improvement of access road, tabud road leading to tabud waterfalls, brooke's point, palawan",roads,completed,100.0,Region IV-B,Palawan 2nd DEO,8.7571906,117.7530278,2022-02-21,2023-04-15,2022,regular infra,regular infra - gaa 2022 cssp,9169652.31,0,42287,data/images/22ef0006,7,2022-01-22,2022-06-05,2022-09-18,2022-12-31,2023-04-15,2023-05-15,data/images/22ef0006/22ef0006_road_mask.png,1.0,1.0,0.9962635869565217,0.39724864130434784,0.1649116847826087,0.0,1.0,1.0,0.9913383152173914,0.4349524456521739,0.18138586956521738,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.012228260869565218,0.0,0.0,1.0,1.0,1.0,0.3226902173913043,0.11633831521739131,0.0
21kg0035,"asset preservation program - construction/upgrading/rehabilitation of drainage along national roads - primary roads - iligan city - marawi city road, balo-i and pantar, lanao del norte",roads,completed,100.0,Region X,Lanao del Norte 2nd DEO,8.1386858,124.2040583,2021-07-01,2022-12-03,2021,regular infra,regular infra - gaa 2021 oo-1,83192793.3,0,18438,data/images/21kg0035,7,2021-06-01,2021-11-08,2022-03-18,2022-07-26,2022-12-03,2023-01-02,data/images/21kg0035/21kg0035_road_mask.png,1.0,1.0,1.0,0.4378596087456847,0.19171461449942462,0.0,1.0,1.0,0.9950517836593786,0.34637514384349827,0.1856156501726122,0.0,1.0,1.0,1.0,0.5769850402761795,0.3464902186421174,0.0,1.0,1.0,1.0,0.506789413118527,0.32796317606444186,0.0,1.0,1.0,1.0,0.566283084004603,0.2691599539700806,0.0
22dj0013,"oo1: ensure safe and reliable national road system, network development-construction of missing links/new roads, quezon eco-tourism- sariaya-candelaria-tiaong-san antonio road (package 6), quezon",roads,completed,100.0,Region IV-A,Quezon 2nd DEO,13.8845761,121.3233247,2022-02-24,2023-11-13,2022,regular infra,regular infra - gaa 2022 oo-1,49000000.0,0,34778,data/images/22dj0013,7,2022-01-25,2022-07-30,2023-01-03,2023-06-09,2023-11-13,2023-12-13,data/images/22dj0013/22dj0013_road_mask.png,1.0,1.0,0.9712377464181837,0.15619950447053754,0.05849402132931165,0.0,1.0,1.0,1.0,0.2453948077130238,0.08941075083485941,0.0,1.0,1.0,0.9752235268770871,0.07723796186577615,0.012280512765269848,0.0,1.0,1.0,0.8917375848324895,0.09544328342130777,0.03447161477970484,0.0,1.0,1.0,0.8815038241947646,0.07874609501238823,0.025099644511472584,0.0
22m00079,"construction of road slope protection structure - awang-upi-lebak-kalamansig palimbang-sarangani road, k1968+200 - k1968+215, k1971+840  - k1971+860,  k1978+530 - k1978+595, k1978+770 -",roads,completed,100.0,Region XII,Region XII,6.4628992,124.0416995,2022-07-01,2023-12-28,2022,regular infra,regular infra - gaa 2022 oo-1,106149990.8,0,22313,data/images/22m00079,7,2022-06-01,2022-11-14,2023-03-30,2023-08-13,2023-12-28,2024-01-27,data/images/22m00079/22m00079_road_mask.png,1.0,1.0,1.0,0.30680507497116494,0.07797001153402537,0.0,1.0,1.0,1.0,0.16147635524798154,0.04544405997693195,0.0,1.0,1.0,0.9988465974625144,0.07635524798154555,0.06366782006920416,0.0,1.0,1.0,1.0,0.09919261822376009,0.01845444059976932,0.0,1.0,1.0,1.0,0.10080738177623991,0.01637831603229527,0.0
24a00034,"construction of by-pass and diversion roads, bauang - san fernando - san juan bypass road, (bauang section), package 1, la union",roads,completed,100.0,Region I,Region I,16.5284747,120.3383589,2024-02-26,2025-03-27,2024,regular infra,regular infra - gaa 2024 oo-1,178349997.76,0,23760,data/images/24a00034,7,2024-01-27,2024-06-03,2024-09-10,2024-12-18,2025-03-27,2025-04-26,data/images/24a00034/24a00034_road_mask.png,1.0,1.0,0.8089747937153837,0.04617384424098565,0.012320560642025545,0.0,1.0,1.0,0.9909573866847519,0.09116084548434497,0.0424437662484458,0.0,1.0,1.0,0.9586300440827399,0.0925172374816322,0.0335707019328586,0.0,1.0,1.0,0.7257262348818808,0.06855431219622471,0.02011981462642704,0.0,1.0,1.0,0.2786820391093026,0.001865038996269922,5.651633322030067e-05,0.0
21pc0020,"construction/improvement of access roads leading to trades, industries and economic zones malubibit-balasi-atok road in support of handicrafts, furniture, high value crops processing and support to tourism industries, flora, apayao",roads,completed,100.0,Cordillera Administrative Region,Apayao 2nd DEO,18.1907014,121.4285344,2021-02-11,2022-10-26,2021,regular infra,regular infra - gaa 2021 cssp,9405550.28,0,46688,data/images/21pc0020,7,2021-01-12,2021-07-16,2021-12-19,2022-05-23,2022-10-26,2022-11-25,data/images/21pc0020/21pc0020_road_mask.png,1.0,1.0,1.0,0.8050807217473884,0.5261158594491928,0.0,1.0,1.0,1.0,0.6564577397910731,0.40645773979107314,0.0,1.0,1.0,0.9997625830959165,0.6001899335232669,0.33499525166191835,0.0,1.0,1.0,0.9914529914529915,0.13983855650522317,0.06172839506172839,0.0,1.0,1.0,0.9425451092117759,0.010683760683760684,0.0,0.0
22p00008,"organizational outcome 1: ensure safe and reliable national road system - network development program: construction of missing links/new roads baguio - la trinidad - itogon - sablan tuba and tublay, labey - lacamen provincial road (section 4a of  blistt o",roads,completed,100.0,Cordillera Administrative Region,Cordillera Administrative Region,16.4703333,120.6974694,2022-03-24,2023-04-15,2022,regular infra,regular infra - gaa 2022 oo-1,193000000.0,0,32458,data/images/22p00008,7,2022-02-22,2022-06-28,2022-10-03,2023-01-08,2023-04-15,2023-05-15,data/images/22p00008/22p00008_road_mask.png,1.0,1.0,0.9388245904103412,0.1513602885916128,0.04013227115586953,0.0,1.0,1.0,0.9795580940928904,0.2827295956711258,0.19269502480084172,0.0,1.0,1.0,0.9993987674733203,0.3043739666315948,0.22185480234480687,0.0,1.0,1.0,1.0,0.24500225462197506,0.09559597174207124,0.0,1.0,1.0,0.9977453780249511,0.17976852547722832,0.10311137832556741,0.0
